DATE,Federal_Debt,Interest_Payment,Interest_Rate,Inflation,Effective_Interest_Rate,GDP,Debt_GDP,Interest_GDP,Household_Debt_GDP,Household_Debt,Debt_Service_Disposable_Income,Disposable_Income,Household_Disposable_Income,Household_Interest_Payments,Household_Average_Interest_Rate,Effective_Household_Interest
2016-01-01,19.264939,240.033,1.24595774738762,1.26158320570537,-0.01562545831775,18.551000,103.848520295402,1.29390868416797,80.0591894090079,1.48517802272651,9.887287,14160.878,14.160878,1400126.64957986,4.59427332132275,5.85585652702812
